ID,ARTISTE, PAYS,TITRE,ANNÉE ,ÉTIQUETTES,STYLE (S),TOP 250 TEXTES FRANÇAIS ,AUTEURS,LIENS ÉCOUTE STREAMING 
top-250-134,Juniore,France,Ouh là là,2017,Le Phonographe,Alternatif/néo-psychédélique/néo-yéyé/surf,"Ce premier album complet de Juniore positionne la formation parisienne quelque part entre le yéyé de Françoise Hardy, Jacqueline Taïeb ou encore Sttellla et, pour le côté un peu plus contemporain, les Calamités en moins sucré ou La Femme dans ses expressions les plus rétros. Brillamment exécuté et ficelé, Ouh là là fait plusieurs clins d’oeil aux années 60 mais n’est ni un album révisionniste, ni un pastiche d’une époque révolue; il s’agit plutôt d’un disque intemporel au charme légèrement suranné, superbement cool et sexy. ",Patrick Baillargeon ,https://heyjuniore.bandcamp.com/album/ouh-l-l
top-250-135,Kamasi Washington ,États-Unis,The Epic,2015,Brainfeeder,Jazz contemporain/soul/musique classique moderne,"Kamasi Washington n’est certes pas le plus grand ténorman de l’histoire, mais il s’avère sans conteste  le saxophoniste le plus fédérateur de la décennie. Il a réussi ce tour de force : relancer le jazz contemporain en actualisant les formes prééminentes dans les années 60, fédérer un public jeune issu du hip-hop et du groove, et élever sa mélomanie avec des propositions plus exigeantes. Pour la génération montante des jazzophiles, The Epic restera un album marquant : généreux, exubérant, conquérant, varié. ",Alain Brunet,https://kamasiwashington.bandcamp.com/album/the-epic-1 
top-250-136,Kanye West,États-Unis,Yeezus,2013,Roc-A-Fella/Def Jam,Hip-hop/darkwave/industriel/synthpunk,"En 2010, Kanye West était au somment de son art en lançant My Most Beautiful Dark Fantasy, au confluent des essences hip-hop, R & B, soul, pop, rock, musique de chambre et plus encore. En 2013, il repoussait une dernière fois les frontières de son art avec Yeezus, un album visionnaire pour ses mixtions explosives de darkwave, synthpunk, dub, hip-hop industriel. La posture critique du MC consistait notamment à souligner la décadence des blacks parvenus, nouveaux riches de l’Amérique africaine en proie au machisme, à l’arrogance matérialiste, à l’autodéification. Malheureusement, l’étoile créative de Kanye n’a cessé de pâlir depuis… ",Alain Brunet,https://open.spotify.com/album/20r762YmB5HeofjMCiPMLv 
top-250-137,Kanye West ,États-Unis,My Beautiful Dark Twisted Fantasy ,2010,Def Jam/Roc-A-Fella ,Hip-hop,"La décennie qui commençait a été mouvementée pour West, star parmi les stars du hip-hop dont les sorties publiques sont hélas souvent moins brillantes que les idées créatrices et dont l'ego démesuré fait de l'ombre au génie. N’empêche, avec ce sixième album West a établi une norme d'excellence. Si bien que je crois toujours qu’avec MBDTF, le hip-hop a enfin trouvé son Thriller. Depuis, en attendant que l'artiste retrouve ses sens, je fais encore tourner ce disque régulièrement. ",Darcy Macdonald ,https://open.spotify.com/album/20r762YmB5HeofjMCiPMLv?nd=1 
top-250-138,Kara-Lis Coverdale & LXV,Canada / Québec,Sirens ,2014,Umor Rex,Ambient/électroacoustique/classique/sacré,"Musicologue, pianiste et organiste de formation, la Montréalaise Kara-Lis Coverdale (originaire de Hamilton) a hanté de son jeu les églises estoniennes dont elle maîtrise le répertoire sacré… qui se répercute dans le créneau hypnotique où elle excelle en tant que compositrice et réalisatrice – sans compter ses collaborations récurrentes avec l’as Tim Hecker. Créé de concert avec l’artiste américain LXV, Sirens fut conçu à partir de motifs imaginés aux claviers et de sons synthétiques plus abstraits. Depuis lors, Coverdale s’applique à exploiter la dichotomie entre sa connaissance classique et ses explorations de l’univers numérique, soit «réunir la beauté naturelle extrême et l'extrême confusion, la douceur totale et le bruit total».  ",Alain Brunet,https://umorrex.bandcamp.com/album/sirens
top-250-139,Kate Tempest,Royaume-Uni,Everybody Down,2014,Big Dada/Ninja Tune,Hip-hop/slam/hiptronic,"Si certains la connaissaient pour sa poésie ou son ancien groupe Sound of Rum, c’est surtout avec ce premier album que la jeune Londonienne a été découverte. Disque coup de poing, Everybody Down positionne Kate Tempest quelque part entre Anne Clark et The Streets. Avec un flow difforme, elle décrit la sinistre réalité d’un quotidien morne, un monde dystopique mais néanmoins touchant selon ses histoires et ses personnages. Flirtant avec l’électro et le hip-hop, Everybody Down présente l’univers morose que décrit Tempest de façon un peu plus groovy et rythmée que sur les albums qui vont suivre, et c’est au final celui aulequel on revient le plus. ",Patrick Baillargeon,https://www.deezer.com/fr/album/7453314?autoplay=true
top-250-140,Kaytranada ,Canada ,99.9 % ,2016,XL Recordings,Électronique/hip-hop ,"Kaytranada a 17 ans quand commence la décennie. Il bidouille dans un sous-sol de la Rive-Sud et fait le DJ en ville. Dix ans plus tard, il est l'un des réalisateurs les plus en vue de la planète. Son premier album témoigne de l'évolution de la musique non seulement au cours des dix dernières années, mais depuis l'aube de la pop. À peu près tous les genres y sont abordés. Et tout porte sa griffe. Dès qu’on a su qu’il figurait sur la liste des gens avec lesquels Pharrell désirait travailler, on a compris que le p’tit gars de Montréal avait réussi. Il a de quoi être fier.  ",Darcy Macdonald ,https://open.spotify.com/album/1dZZh7PvVgce1DDsDPzy8Z?nd=1 
top-250-141,Kelela,États-Unis,Cut4Me,2013,Fade to Mind,Néo soul/R&B/bass music/post dubstep/footwork/hip hop,"De concert avec les beatmakers de labels anglais spécialisés dans l’électro, soit Fade to Mind et Night Slugs, Kelela Mizanekristos avait soudé des tendances importantes en début de décennie, sous-genres britanniques et américains : bass music, post-dubstep, hip-hop, footwork, neo soul, le tout coiffé d’une voix sensuelle et magnétique. Kelela mettait alors au point un alliage vraiment singulier en intégrant ses mélodies soul à ce florilège de sons électros. Pour les bonnes raisons, ce mixtape lui valut un décollage international. ",Alain Brunet,https://kelelafade.bandcamp.com/album/cut-4-me 
top-250-142,Keluar,Allemagne,Keluar,2014,Autoproduction,EBM/industriel ,"Lors de cette dernière décennie, nous avons été témoin du retour fracassant de l’EBM (Electronic Body Music). Ce sous-genre de musique électronique sombre et énervée a en effet repris le devant de la scène industrielle. Le LP de Keluar en est un parfait exemple. Mêlant avec brio les codes de l’EBM et tous les éléments modernes du darkwave, les morceaux présentés sur cet effort sont de véritables perles. Froides et accrocheuses, les mélodies de Keluar ne finissent pas de résonner chez les adeptes de ce répertoire. ",Benjamin Fabre,https://keluar.bandcamp.com/album/keluar
top-250-143,Kendrick Lamar,États-Unis,To Pimp A Butterfly,2015,Top Dawg / Aftermath / Interscope,Hip hop/électro/jazz contemporain/R&B,"Jazz moderne, soul jazz, G funk, P funk, blaxploitation, électro sont parmi les matériaux supplémentaires ayant conduit Kendrick Lamar à créer un album emblématique de la décennie, pour asseoir ainsi sa position de tête sur la planète hip-hop. La souplesse du flow, la diversité stylistique, la pertinence des citations, l’excellence des instrumentistes et des beatmakers servent magistralement le texte. Le brillant MC y va de réflexions, chroniques et envolées poétiques sur le pouvoir abusif de l’argent, les misères de la politique, la violence domestique, la dépression, la fierté identitaire, la vulnérabilité. Nous voilà au pinacle de la créativité et de la finesse afro-américaines. ",Alain Brunet,https://open.spotify.com/album/6w7lqIsvDPgTChMrPw5oIL?autoplay=true&v=L
top-250-144,Kim Gordon,États-Unis,No Home Record,2019,Matador/Rough Trade,Post-punk/no wave/art-punk/rock expérimental /alternatif/noise rock,"Ce premier effort solo de l'ex-Sonic Youth est une réussite totale. Superbement construit et produit, No Home Record révèle autant l'aspect sonique de Kim Gordon que son côté plus abstrait, avec toujours une bonne dose d'expérimentations et de prise de risques. On n'est pas loin des chemins arpentés par Sonic Youth, mais cette fois-ci, c'est Gordon qui se charge seule du chant. Clin d'oeil aux Stooges, flirt avec le trap, aventures en territoire électronique... No Home Record est un exercice sauvage, sexy, rageur, sinistre, dissonant, audacieux et parfaitement maîtrisé. ",Patrick Baillargeon,https://open.spotify.com/album/4WgO7FEa9fzcyOIabUIbQR
top-250-145,King Krule,Royaume-Uni,The Ooz,2017,True Panther Sounds / XL Recordings,Jazz/punk/dub/trip hop/soul/hip-hop/électro,"À la barre de King Krule, le jeune Anglais Archy Ivan Marshall convie ses collègues et son public à un nouveau point de rencontre entre jazz, punk, dub, trip-hop, soul, hip-hop, électro. Voix givrées et mines de lendemain de veille sont portées par des exécutions instrumentales apparemment indolentes, d’une sensualité lourde, mais pourtant précises, efficaces, inspirées, superbement intégrées – batterie, guitare, basse, saxo, vibraphone, claviers, machines et logiciels. La saleté du chant et des sons ambiants camouflent une une grande richesse esthétique, une vraie profondeur musicale. Grâce d’un autre type… ",Alain Brunet,https://open.spotify.com/album/6Ulu31dfRTpIAud08ZIhXd
top-250-146,Klô Pelgag,Canada / Québec,L'étoile thoracique,2016,Coyote Records,Chanson d'auteur/pop/progressif,"Lorsque se conjuguent fluidité et justesse vocale et parolières, don indéniable pour la compo et les arrangements, puis propension au farfelu raffiné, l’on obtient Klô Pelgag. Dans notre espace géomusical, elle pourrait devenir ce qu’André Forcier est à notre cinéma. Klô Pelletier-Gagnon nous fait remonter dans sa cosmogonie jusqu’à sa grand-maman et son horloge thoracique, c’est-à-dire à l’origine même de la Sainte-Étoile thoracique, à Rivière-Ouelle. Après quelques écoutes, l’impression de bordel harmonieux fait place à une certitude : cette pop prog orchestrale n’est pas qu’impeccable, elle est absolument magistrale. ",Luc Marchessault,https://klopelgag.bandcamp.com/
top-250-147,KoKoKo!,Congo / France,Fongola,2019,Transgressive,Afro-électro bricolé,"L'onomatopée Kokoko! est une gifle au visage d'un monde occidental obsédé par la création d'une utopie technologique (sans victime). L'ironie n'est pas perdue de vue pour les membres congolais du groupe, dont le pays a fourni les matières premières qui alimentent cette utopie, et, dans leur cas, les disparités économiques au nom du progrès. Les musiciens de ce groupe, à l'exception du producteur français Débruit, sont originaires de la région de Ngwaka à Kinshasa, célèbre pour ses instruments recyclés et ses fêtes de quartier. Leur spectacle chaotique et puissant a été fidèlement distillé sur leur premier album, un parcours torride de 44 minutes de rythmes endiablés.",Parker Mah,https://kokokomusic.bandcamp.com/album/fongola
top-250-148,Krystian Zimerman ,Pologne,Schubert: Piano Sonatas,2017,Deutsche Grammophon,Classique/romantique,"Le retour en studio du pianiste légendaire après 25 ans d’absence se fait avec un côté sombre digne de sa personnalité : les deux dernières sonates pour piano de Schubert. Fidèle à lui-même, l’interprète ‘modifie’ légèrement le texte en adoptant des tempi peu habituels et des nuances extrêmes. Un album qui mérite plusieurs écoutes afin qu'on puisse apprécier la multitude de détails et de phrasé qui enrichissent cette interprétation unique. Du grand Zimerman. ",Frédéric Lambert,https://music.apple.com/fr/album/schubert-piano-sonatas-d-959-960/1440786989
top-250-149,Kurt Vile ,États-Unis,b’lieve I’m Going Down,2015,Matador,Rock ,"Le guitar hero pennsylvanien est aussi prolifique qu’inégal, il peut faire du très bon comme du superflu. Son sixième album est un condensé de tout ce qu’on aime de lui : la démarche hyper relax, les riffs intrigants, les atmosphères feutrées, sans oublier ces textes mi-chantés, mi-parlés inspirés d’instants furtifs d’une simplicité déconcertante. Kurt Vile ne donne pas dans le spectaculaire, il donne dans le confort. Tout est juste, groovy et tranquille. b’lieve I’m Going Down donne envie d’aller s’enfermer dans un sous-sol et d’écouter des vinyles, assis sur la moquette.   ",Olivier Lalande,https://open.spotify.com/album/2uRTsStAmo7Z2UwCIvuwMv?si=TjJS_LMhSPOtcGR6SZsctw
top-250-150,Kyary Pamyu Pamyu,Japon,Nanda Collection,2013,Unborde,J-pop,"Comparable à David Bowie pour ses changements continuels de personnages, la Tokyoïte Kyary Pamyu Pamyu est l’une des figures-clés de la J-pop et l’ambassadrice par excellence du cool Harajuku à son paroxysme (Fashion Monster, et comment!). Comme Madonna, KPP n’est pas une chanteuse, ni une danseuse exceptionnellement douée, mais elle sait bien s’entourer, en prenant notamment comme réalisateur Tasutaka Nakata, du duo Capsule, qui ressuscite ici de façon vitaminée le Shibuya-kei enjoué des années 90.  ",Rupert Bottenberg,https://open.spotify.com/album/284CrOYQvoB5GQAcmx5Xkx?autoplay=true&v=L
top-250-151,La Femme ,France,Psycho Tropical Berlin ,2013,Barclay,Synth pop/cold wave/garage rock/indie rock/alternatif ,"La Femme utilise une formule similaire à celle des B-52’s ou des Rita Mitsouko : une attitude marginale, des paroles un peu loufoques et un son dansant. Le groupe français mélange des sonorités surf rock et cold wave, flirtant avec le krautrock, donnant un résultat étonnamment accessible. En plus d’avoir été nommé Révélation de l’année aux Victoires de la Musique en 2014, La Femme connaît un certain succès à l’international, ce qui en fait le projet français le plus excitant de cette décennie.  ",Louise Jaunet,https://www.deezer.com/fr/album/7511186
top-250-152,Lana Del Rey,États-Unis,Fucking Norman Rockwell!,2019,Polydor / Interscope,Chanson d’auteur / pop classique / psych rock / dream pop,"De manière généale, la pop procède d’une vraie stratégie d’affaires : à l’atelier, compositeurs, beatmakers, paroliers, musiciens, scénographes, vidéastes, maquilleurs, habilleurs, chirurgiens plastiques, producteurs et managers ficellent les lieux communs autour de la star afin de la propulser au firmament des petites certitudes. Lana Del Rey ? D’aucuns la croyaient préfabriquée jusqu’au bout de ses faux ongles, snobisme d'une grande prévisibilité: son univers poétique, ses thèmes (très) aigres et (très) doux, son personnage authentiquement paradoxal, sa voix ou même ses chirurgies plastiques résultent d’une formidable auto-création. Le majestueux Fucking Norman Rockwell!! en est l’aboutissement.",Alain Brunet,https://open.spotify.com/album/5XpEKORZ4y6OrCZSKsi46A
top-250-153,Laurel Halo,États-Unis,Dust,2017,Hyperdub,Électro/avant-garde/jazz/R&B,"Transplantée à Berlin, l'Américaine d'Ann Arbor a recollé, recyclé, filtré, remixé et même chanté des formes sonores de souches populaires pour les immerger dans le jazz électrique époque Bitches Brew/In A Silent Way, dans l'afro-futurisme à la Sun Ra, d’afro-jazz, d’improvisation libre dans un contexte électro.  Cette nu soul d’un autre type exclut toute comparaison directe et positionne Laurel Halo parmi les plus brillantes conceptrices de la décennie sur le territoire musical de l’art numérique. ",Alain Brunet,https://laurelhalo.bandcamp.com/album/dust
top-250-154,Leon Bridges ,États-Unis,Coming Home ,2015,Columbia ,R&B/soul ,"Avant d'être découvert à l’occasion d'une soirée à micro ouvert, ce Texan était laveur de vaisselle. Dix-huit mois et une série de singles plus tard, le jeune homme de 26 ans dominait les palmarès. Inspiré de Sam Cooke et des 45 tours de l'époque, ses chansons simples et directes, comme Coming Home et Better Man, rappellent l’époque des juke-boxes, des bobby sox et des tv dinners, tandis que la ferveur gospel de River parle de rédemption avec une rare authenticité.  ",Darcy Macdonald,https://open.spotify.com/album/4svLfrPPk2npPVuI4kXPYg?nd=1 
top-250-155,Leonard Cohen,Canada / Québec / États-Unis,You Want It Darker,2016,CBS,Folk rock,"Avant de ranger définitivement son costard, «the holy man on the FM radio», comme l’appelait Joni Mitchell, nous a légué un album sombre et poignant aux textes d’une impitoyable lucidité auxquels des chœurs hébreux dirigés par le cantor montréalais Gideon Y. Zelermyer confèrent une résonance sacrée encore plus profonde. La chanson-titre, avec ses allusions complexes, les niveaux de sens de son refrain (ah! ce terrible We kill the flame) et son génial motif de basse, est peut-être son sommet, dans une œuvre qui n’en manque pourtant pas. Elle brille et brillera à jamais comme un diamant noir.  ",Michel Rondeau,https://open.spotify.com/album/3jeTB3j3QmUs8SPIVleHtU
top-250-156,Les Louanges,Canada / Québec,La nuit est une panthère,2018,Bonsound,Pop/soul/R&B/jazz/punk,"Vincent Roberge est sans conteste un leader émergent côté pop québécoise de création. Ses références musicales sont en phase parfaite avec le nec plus ultra des référents chillwave, soul/R&B, hip-hop ou même jazz punk à l'anglaise. La juste saleté du son d’ensemble, cette mixtion d’indolence et de précision dans l’exécution (William Côté, batterie, Pierre-David Girard, basse, Félix Petit, saxo et claviers, Jérôme Beaulieu, claviers), ce ressenti poétique décliné dans une langue familière, cette voix plus puissante qu’il n’y paraît, La nuit est une panthère et le récent EP Expansion Pack illustrent le départ béton d’un cycle créatif qui s’annonce important pour les années qui viennent.",Alain Brunet,https://leslouanges.bandcamp.com/album/la-nuit-est-une-panth-re
top-250-157,Li’l Andy ,Canada,All Who Thirst Come to the Water,2010,Indépendant,Country,"Exercice de style on ne peut plus honnête sur la foi, comme aux premières heures du country, le troisième album de cet as conteur est certainement le meilleur du genre à sortir de Montréal et n’a que peu à envier aux grands moments du alt-country. Enregistré à l’Église Saint-Jean-Baptiste, il est lent et habité, serti d’un écho particulier. Andrew McLelland a trouvé le ton parfait pour ses incantations sur la mort, la maladie, la rédemption et l’émerveillement, et les a baignées d’arrangements remarquables. D’ailleurs, c’est l’album qui a permis de découvrir les talents de Joe Grass au pedal steel.  ",Olivier Lalande,https://lilandy.bandcamp.com/album/all-who-thirst-come-to-the-waters
top-250-158,Lido Pimienta ,Canada / Colombie,La Papessa,2016,autoproduction ,Avant pop / électro / afro-colombien,"Ses origines afro-colombiennes et amérindiennes (wayuu), son identité queer, sa vie torontoise et surtout, son extraordinaire vision artistique l’ont menée à transcender toutes les facettes de son vécu et formuler une proposition musicale unique : bouillons fumants de fluides électroniques, chants paroxystiques, rythmes afro-latins et électros, arrangements, cordes, anches, cuivres,  machines et synthés, voilà une intégration réussie de cultures latino-américaines, nord-américaines et occidentales. Album d’exception, La Papessa valut à Lido Pimienta le Prix Polaris en 2017.",Alain Brunet,https://open.spotify.com/album/3rX1canXFRWqevE2XG6rTw
top-250-159,Limp Wrist,États-Unis,Facades,2017,La Vida Es Un Mus,Queercore/hardcore/punk,"Imaginez-vous frapper un mur à toute vitesse... ce serait peut-être moins percutant que le mur de son dressé par Limp Wrist ! En marche depuis 1998, la  formation américaine ne fait pas dans la dentelle: son style de prédilection est le queercore, alliage de hardcore et de punk renforcé par l’identité queer de ses membres. Chaque morceau du quatuor sonne comme une tonne de briques, on ne cesse de s'y surpasser en violence et en agressivité. Voix criardes et revanchardes, guitare stridentes et percussions déchaînées sont le carburant de Facades. ",Louis Paulhus,https://limpwrist.bandcamp.com/album/facades
top-250-160,"Linda Catlin Smith, Eve Egoyan",Canada,Thought And Desire,2015,Earwitness Editions,Classique contemporain,"Compositrice canadienne incontournable, Linda Catlin Smith s’inscrit dans la lignée de Morton Feldman avec qui elle a étudié : son écriture se concentre sur la naissance et l’extinction du son. Ainsi, chaque motif musical est toujours soigneusement choisi, subtilement varié et savamment répété. L’album Thought And Desire, porté par la pianiste Eve Egoyan, est un témoignage de cette sensibilité introspective. Les trois pièces qui le composent, Nocturnes and Chorales, Thought and Desire et The Underfolding, proposent un monde délicat dans lequel il est possible de savourer chaque intervention musicale. Un indispensable de la musique pour piano.  ",Marie-Pierre Brasset,https://play.google.com/store/music/album/Eve_Egoyan_Thought_and_Desire?id=Bvxr4tbtk5j2f7ztglhnxh3d5u4&hl=en_US 
top-250-161,Linea Aspera,Royaume-Uni,Linea Aspera,2012,Dark Entries,Dark wave,"Il n’y a pas d’autre qualificatif possible, ce LP est tout simplement un chef-d’œuvre synth-wave ! Ayant reçu une reconnaissance du public presque immédiate et amplement méritée, Linea Aspera, par cet album unique, a obtenu le statut de groupe culte au sein de la communauté. Paroles intrigantes et mélodies synthétiques dignes des meilleurs morceaux de la décennie 80, chaque piste de l’album est réellement excellente. Eviction, Fer-De-Lance ou encore Malarone sont autant d’addictions satisfaites seulement par l’écoute répétée.  ",Benjamin Fabre,https://lineaaspera.bandcamp.com/album/linea-aspera-lp
top-250-162,Lingua Ignota,États-Unis,Caligula,2019,Profound Lore Records,Hardcore/industriel/darkwave/classique/baroque ,"Kristin Hayter œuvre sous le pseudonyme de Lingua Ignota depuis seulement deux ans, mais elle est déjà reconnue pour son travail exceptionnel. D'une intensité inqualifiable, la Californienne d’origine offre une expérience plus que saisissante. D’un extrême à l’autre les créations de la chanteuse et pianiste peuvent être hautement mélodiques, pour ensuite se transformer en appel des ténèbres d'une grande violence. Voilà un must pour les mélomanes avides de sensations fortes. ",Alain Brunet,https://linguaignota.bandcamp.com/album/caligula
top-250-163,Lord Echo,Nouvelle-Zélande,Harmonies,2017,Soundway,Reggae,"Le troisième album du producteur/instrumentiste/ DJ de Wellington (Nouvelle-Zélande) Lord Echo a été spécialement conçu pour le dancefloor. Son approche était de «prendre des éléments d'un style de musique qui peut être quelque peu désagréable... disons disco ou techno», et d'essayer de le refaire en utilisant une palette sonore de techniques de production vintage et une bonne dose de reggae, d’afro et de soul. Le résultat est un petit bijou de disque avec des collaborations de Tony Laing (Fat Freddy's Drop) et Mara TK (Electric Wire Hustle).  ",Parker Mah,https://lordecho.bandcamp.com/album/harmonies-3rd-album
top-250-164,Lust For Youth,Danemark,Compassion,2016,Sacred Bones Records,Électronique/synthpop/darkwave ,"Ce n’est plus un secret, l’étiquette Sacred Bones est une riche pépinière de talents et l’un de ses projets les plus attachants est le trio danois Lust For Youth. Sa pop glaciale et désinvolte est particulièrement savoureuse lorsqu’elle est relevée des ingénieuses irruptions du guitariste Malthe Fischer. Ses refrains nous envahissent sournoisement et une irrépressible envie de chanter s’empare de nous. Impossible de résister à l’adorable accent de Hannes Norrvide sur un morceau comme Stardom. Ce disque est composé de plusieurs bombes à retardement, si une écoute ne suffit pas, il faut y replonger sans hésiter.  ",William Paulhus,https://lustforyouth.bandcamp.com/album/compassion
top-250-165,Lydia Képinski,Canada / Québec,Premier juin,2018,Chivi Chivi,Chanson d’auteur/coldwave/électro-rock/post-punk /psych folk  ,"On peut désormais compter Lydia Képinski dans l’élite de la chanson d’auteur en Amérique francophone. L’album Premier juin atteint un équilibre rare entre un verbe sensible, dense, foisonnant et précis, généralement déployé autour de la chose intime, une voix pleinement habitée par une parolière qui sait la gravité des rapports humains, un bouquet de coldwave, électro-rock, post-punk, psych folk-rock, le tout ficelé succinctement par le réalisateur Blaise Borboën Léonard. La jeune femme est loin d’avoir tout tout dit, son oeuvre s’annonce pérenne. ",Alain Brunet,https://lydiakepinski.bandcamp.com/album/premier-juin
top-250-166,M83,France,You and The Night ,2013,Naive,Pop/ambient pop/trame sonore,"Si sur ce 9e disque l’Antibois Anthony Gonzales nous entraîne dans une pareille envolée lyrique et poétique, c’est qu’il s’agit de la trame sonore de Les Rencontres d’après minuit, premier long métrage de son frangin Yann, fable onirique et surréaliste sur l’amour et l’indomptabilité sexuelle qui permet à chaque spectateur de se projeter dans ses propres fantasmes. Au diapason, la magnifique bande-son constitue également un hommage aux grandes musiques du cinéma français des années 70 et l’un des titres marquants de la discographie du groupe.  ",Laura Crépin,https://www.youtube.com/watch?v=UsYDVtNTH1o&list=PL7CZ4TImzrFmzjUmCqBM6pHDA4n51jYq3
top-250-167,Makaya McCraven,États-Unis,Universal Beings,2018,International Anthem,Jazz contemporain/électro/hip-hop/groove,"Batteur, beatmaker, leader d’orchestre, l’Américain Makaya McRaven est un jazzman ayant parfaitement saisi les enjeux créatifs à l’ère numérique. À la manière du beatmaking hip-hop, de la production électronique ou de la composition électroacoustique, son travail précurseur résulte de collages, filtres ou montages s’inscrivant dans un esprit absolument jazz, de par leurs prolongements instrumentaux et l’ouverture faite à l’improvisation. De toutes les expériences vécues récemment sur les nouvelles scènes de Los Angeles, Londres ou Chicago, la musique de McCraven s’avère la plus visionnaire. L’efficacité du groove, la teneur conceptuelle, la diversité des outils et instruments mis en cause, voilà une nouvelle avenue! ",Alain Brunet,https://intlanthem.bandcamp.com/album/universal-beings
top-250-168,Marie Davidson,Canada / Québec,Working Class Woman,2018,Ninja Tune,Électro/techno/synthwave/krautrock/poésie/chanson d’auteur,"Ces dernières années, Marie Davidson s’est distinguée au sein du tandem Essaie Pas, dont elle est la cofondatrice. Après Un autre voyage (2015), Perte d'identité (2014) et Marie Davidson (2012), sa carrière solo a décollé avec Adieux au Dancefloor (2016). La Montréalaise a su créer un amalgame intégré de techno, punk, dance-punk, krautrock, synthwave à la française auquel elle adjoint des fragments de réflexion, dramaturgie ou poésie exprimés en anglais comme en français. Prises isolément, chacune des variables au programme est sans intérêt véritable, c'est leur assemblage qui leur confère une réelle valeur artistique.  ",Alain Brunet,https://mariedavidson.bandcamp.com/album/working-class-woman
top-250-169,Mario Canonge,Martinique / France,Zouk Out,2018,Aztèk,Jazz contemporain/caribéen,"Héritier du jovial Marius Cultier qui a laissé des traces à Montréal, le pianiste martiniquais Mario Canonge ne donne pas sa place, même talonné par d’autres compatriotes virtuoses comme Gregory Privat, Ronald Tulle ou Thierry Vaton. Sa discographie en solo comprend une bonne douzaine d’albums, et même si son agenda est rempli de collaborations diverses, il persiste et signe. «Zouk out, c’est le reflet de ce que je suis : un jazzman qui s’inspire de la musique de la Caraïbe». Solidement encadré par Arnaud Dolmen, un jeune batteur vraiment surprenant, et Michel Alibo, le vétéran bassiste toujours avec le même mordant, super Mario livre un groove monstrueux dans Karnaval Blues. Reconnaissons-lui le mérite qui lui revient.  ",Ralph Boncy,https://www.deezer.com/en/album/75915792
top-250-170,Mary Halvorson Octet,États-Unis,Away With You ,2016,Firehouse 12,Avant-jazz,"Impossible de ne pas inclure dans ce palmarès de la décennie au moins un disque de la prolifique guitariste Mary Halvorson. Écrit pour huit musiciens, celui-ci est sans doute son projet le plus ambitieux sur le plan compositionnel et le plus achevé. La virtuosité y est aussi à l’honneur. La façon dont la joueuse de pedal steel Susan Alcorn et elle tricotent et font danser leurs dialogues mélodiques est particulièrement jouissive. Sans oublier ces moments où tout l’orchestre dérape pour basculer dans des délires ornettiens. Jubilatoire!  ",Michel Rondeau,https://maryhalvorson.bandcamp.com/album/away-with-you
top-250-171,Mathieu Herzog / Ensemble Appassionato,France,Mozart : les trois dernières symphonies,2018,Naïve,Classique,"Il s'agit du premier enregistrement de Mathieu Herzog à titre de chef d’orchestre. L’ancien altiste du Quatuor Ébène offre ici une version impeccable voire parfaite des trois dernières symphonies de Mozart. Dans l'interprétation, on sent non seulement que le chef d'orchestre connaît les œuvres dans le détail, mais encore on s’étonne qu’il puisse en tirer quelque chose de moderne. Ce travail d’équilibre est digne d’un grand chambriste. En espérant que cette collaboration entre Herzog et l’Ensemble Appassionato continuera à nous offrir d’autres grands moments musicaux dignes de cet enregistrement. ",Frédéric Lambert,https://www.deezer.com/en/album/75684362
top-250-172,Matias Aguayo,Allemagne,The Visitor,2013,Comeme,Electropicalia/latin/électro,"Coproduit par Deadbeat et enregistré entre l'Argentine, la Colombie, la France et Berlin, le troisième album du germano-chilien Matias Aguayo est un parcours créatif merveilleusement engageant. Bien que largement électronique, The Visitor sonne vivant et organique, chaque son de l'inventif producteur étant caractérisé par une approche directe, ultra-rythmique. Avec The Visitor, Matias Aguayo propose une œuvre inventive et incroyablement rafraîchissante qui transcende les frontières musicales sans effort. The Visitor est un album ludique et audacieux qui demeure peut-être la meilleure expression à ce jour de la démarche rythmique d’Aguayo.",Patrick Baillargeon,https://matiasaguayo.bandcamp.com/album/the-visitor-c-meme-lp-03
top-250-173,Mélisande Corriveau / Eric Milnes,Canada / Québec,Pardessus de viole,2016,ATMA Classique,Classique/baroque,"Intime et soigné, cet album contribue à la renaissance de cet instrument peu connu. Mélisande Corriveau au par-dessus de viole, version plus petite de la viole de gambe, et Eric Milnes au clavecin, attaquent un répertoire constitué de pièces de Jean Barrière, de Louis De Caix d'Hervelois, de Jean Bodin de Boismortier et de Charles Dollé. Pour découvrir un répertoire rarement joué, ce disque est un bijou. Prise de son parfaite pour un projet audacieux. ",Frédéric Lambert,https://open.spotify.com/album/2zIUNZYP37cvfZI7JJ3kL2
top-250-174,Meridian Brothers,Colombie,Desesperanza,2012,Soundway,Latin/cumbia/salsa/electropicalia/expérimental,"Meridian Brothers est le laboratoire d'Eblis Álvarez pour ses idées les plus dingues et avant-gardistes. Electropicalisme? Psychotropicalisme? Exotica lysergique? Rien n'arrête ce savant fou des rythmes et des sons qui s'amuse à tout mélanger, trafiquer, bricoler. Eblis Álvarez créé un trame sonore dadaïste expérimentale qui vient appuyer une série d'histoires débiles et loufoques, un peu comme si Devo ou les Residents s'étaient mis à la cumbia ou à la salsa sous acide.  ",Patrick Baillargeon,https://meridianbrothers.bandcamp.com/album/desesperanza
